# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Timestamp,TrafficCount
2020-02-10 13:30:00,35229.00
2020-02-10 14:30:00,33390.00
2020-02-10 15:30:00,30389.00
2020-02-10 16:30:00,25612.00
2020-02-10 17:30:00,18694.00
2020-02-10 18:30:00,16204.00
2020-02-10 19:30:00,9789.00
2020-02-10 20:30:00,6629.00
2020-02-10 21:30:00,4251.00
2020-02-10 22:30:00,2469.00
2020-02-10 23:30:00,1479.00
2020-02-11 00:30:00,1330.00
2020-02-11 01:30:00,567.00
2020-02-11 02:30:00,408.00
2020-02-11 03:30:00,437.00
2020-02-11 04:30:00,315.00
2020-02-11 05:30:00,1113.00
2020-02-11 06:30:00,989.00
2020-02-11 07:30:00,3260.00
2020-02-11 08:30:00,9541.00
2020-02-11 09:30:00,28225.00
2020-02-11 10:30:00,40137.00
2020-02-11 11:30:00,45319.00
2020-02-11 12:30:00,31519.00
2020-02-11 13:30:00,30071.00
2020-02-11 14:30:00,32002.00
2020-02-11 15:30:00,26354.00
2020-02-11 16:30:00,21767.00
2020-02-11 17:30:00,16655.00
2020-02-11 18:30:00,12779.00
2020-02-11 19:30:00,6892.00
2020-02-11 20:30:00,4791.00
2020-02-11 21:30:00,3779.00
2020-02-11 22:30:00,2827.00
2020-02-11 23:30:00,1251.00
2020-02-12 00:30:00,601.00
2020-02-12 01:30:00,585.00
2020-02-12 02:30:00,412.00
2020-02-12 03:30:00,587.00
2020-02-12 04:30:00,569.00
2020-02-12 05:30:00,900.00
2020-02-12 06:30:00,965.00
2020-02-12 07:30:00,2969.00
2020-02-12 08:30:00,7874.00
2020-02-12 09:30:00,19646.00
2020-02-12 10:30:00,36499.00
2020-02-12 11:30:00,38630.00
2020-02-12 12:30:00,26616.00
2020-02-12 13:30:00,26379.00
2020-02-12 14:30:00,26420.00
2020-02-12 15:30:00,23984.00
2020-02-12 16:30:00,16922.00
2020-02-12 17:30:00,15365.00
2020-02-12 18:30:00,11737.00
2020-02-12 19:30:00,7619.00
2020-02-12 20:30:00,3689.00
2020-02-12 21:30:00,3209.00
2020-02-12 22:30:00,2145.00
2020-02-12 23:30:00,1127.00
2020-02-13 00:30:00,829.00
2020-02-13 01:30:00,596.00
2020-02-13 02:30:00,344.00
2020-02-13 03:30:00,290.00
2020-02-13 04:30:00,627.00
2020-02-13 05:30:00,705.00
2020-02-13 06:30:00,1651.00
2020-02-13 07:30:00,3400.00
2020-02-13 08:30:00,9702.00
2020-02-13 09:30:00,18802.00
2020-02-13 10:30:00,29829.00
2020-02-13 11:30:00,32888.00
2020-02-13 12:30:00,25512.00
2020-02-13 13:30:00,25872.00
2020-02-13 14:30:00,25746.00
2020-02-13 15:30:00,22013.00
2020-02-13 16:30:00,17386.00
2020-02-13 17:30:00,13501.00
2020-02-13 18:30:00,10306.00
2020-02-13 19:30:00,6886.00
2020-02-13 20:30:00,4488.00
2020-02-13 21:30:00,3426.00
2020-02-13 22:30:00,1783.00
2020-02-13 23:30:00,1204.00
2020-02-14 00:30:00,991.00
2020-02-14 01:30:00,373.00
2020-02-14 02:30:00,380.00
2020-02-14 03:30:00,246.00
2020-02-14 04:30:00,268.00
2020-02-14 05:30:00,810.00
2020-02-14 06:30:00,1169.00
2020-02-14 07:30:00,2828.00
2020-02-14 08:30:00,9048.00
